RegDate,Interested Course Code,Interested Course Name,Course Category,Course Type,Area of Interest,Sub-interest
2024-10-23,NYP-CLSP06,Specialist Diploma in Nutrition Science,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Food,Others;Food Nutrition & Sciences
2024-10-23,NYP-CX1107,AERIAL DRONE PHOTOGRAPHY,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-10-23,NYP-EGDP04,Diploma In Engineering (Aerospace Manufacturing),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others,Aeronautical & Aerospace;Others
2024-10-23,NYP-EGSP13,Specialist Diploma in Cloud Computing and Intelligent Services Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Technology,Others;Cloud Computing
2024-10-23,NYP-EGSP18,Specialist Diploma in Biomedical & Pharmaceutical Engineering,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Engineering;Engineering;Engineering;Engineering;Science,Others;Biomedical Manufacturing;Precision Engineering;Regulatory Compliance;Robotics And Automation;Pharmaceutical Sciences
2024-10-23,NYP-EGSP19,Specialist Diploma in Robotics and Automation Systems Design,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering,Robotics And Automation
2024-10-23,NYP-EGSP21,Specialist Diploma in Carbon Management for Sustainability Reporting,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Aeronautical & Aerospace;Automotive Technology;Biomedical Manufacturing;Built Environment;Chemical Engineering;Clean Energy;Converged Infocomm Infrastructure;Electrical & Electronic Engineering;Embedded Systems;Engineering Design;Human Factor Engineering;Industry 4.0;Infocomm Technology;Marine Engineering;Mechanical Engineering;Mechatronics;Mobile Communications;Others;Precision Engineering;Process Engineering;Regulatory Compliance;Robotics And Automation;Telematics;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-10-23,NYP-EGSP21,Specialist Diploma in Carbon Management for Sustainability Reporting,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Aeronautical & Aerospace;Automotive Technology;Biomedical Manufacturing;Built Environment;Chemical Engineering;Clean Energy;Converged Infocomm Infrastructure;Electrical & Electronic Engineering;Embedded Systems;Engineering Design;Human Factor Engineering;Industry 4.0;Infocomm Technology;Marine Engineering;Mechanical Engineering;Mechatronics;Mobile Communications;Others;Precision Engineering;Process Engineering;Regulatory Compliance;Robotics And Automation;Telematics;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-10-23,NYP-EGSP22,Specialist Diploma in Sustainable Materials Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Engineering;Food;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Automotive Technology;Infocomm Technology;Wireless Technology;Food Technology & Safety;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-10-23,NYP-HSAF31,Advanced Diploma in Nursing (Nephro-Urology),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-10-23,NYP-HSAF42,Advanced Diploma in Nursing (Medical-Surgical)-ADMS1,(AD) Advanced Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-10-23,NYP-ITDP04,Diploma in Infocomm & Digital Media (IT Network and System Administration)-DINSA2,(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others;Technology;Technology;Engineering,Converged Infocomm Infrastructure;Others;IT Network & Infrastructure;Network Technology & Systems;Infocomm Technology
2024-10-23,NYP-ITSP07,Specialist Diploma in Applied Artificial Intelligence,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2024-10-23,NYP-ITSP07,Specialist Diploma in Applied Artificial Intelligence,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2024-10-23,NYP-ITSP08,Specialist Diploma in Cybersecurity,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Cyber Security
2024-10-23,NYP-ITSP08,Specialist Diploma in Cybersecurity,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Cyber Security
2024-10-23,NYP-ITSP08,Specialist Diploma in Cybersecurity,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Cyber Security
2024-10-23,NYP-ITSP09,Specialist Diploma in Business & Big Data Analytics,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Technology;Technology,Artificial Intelligence;Data Analytics;Digital Literacy
2024-10-23,NYP-SI4022_013,Getting Started on Lazada (Onboarding),(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-SI4025_010,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-SI4025_010,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-SI4025_010,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-SI4025_010,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-SI4053_001,"Kickstart Conversation Commerce  through WhatsApp Marketing Campaign (Classroom Facilitated, Practical Training)",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-SI4063_001,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-23,NYP-WSCA05_004,Prepare Basic Indian Cuisine,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCC10_019,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCC11_007,Project a Positive and Professional Image,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-23,NYP-WSCC11_803,WSQ Certificate in Food Services (Pastry and Baking),(CC) Certifiable Courses,(WSQFQ) Workforce Skills Qualification (WSQ) Full Qualification,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCC11_804,WSQ Certificate in Food Services (Pastry and Baking),(CC) Certifiable Courses,(WSQFQ) Workforce Skills Qualification (WSQ) Full Qualification,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCD11_001,Apply Principles of Food and Beverages Concepts and Setup,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCD11_003,Menu Engineering and Recipe Costing,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSCM14_002,Classic French Cuisine,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCM18_001,Prepare Basic Dim Sum Dishes,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-23,NYP-WSCP28_012,Signature Dim Sum,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP28_026,Hearty Korean Dishes,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP28_033,Prata Delight,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP29_011,Durian Delights,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP29_018,Traditional Christmas Favourites,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP29_023,Chocolate Decadence,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP29_024,Chocolate Indulgence,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-23,NYP-WSCP29_042,Summer Fruit Snow Skin - Durian & Mango Pomelo Mooncakes,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-23,NYP-WSCP31_001,Food Safety Course Level 4,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food,Career Development;Food Technology & Safety;Others
2024-10-23,NYP-WSCP40_011,Flaky Pastry Creations,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-23,NYP-WSCP40_013,French Madeleines & Financiers,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-23,NYP-WSCP41_005,Local Kueh Favourites,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-23,NYP-WSCY02_801,(SCTP) Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-23,NYP-WSQD02_080,Workplace Communications (SF - Manager),(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Business,Retail
2024-10-22,NYP-ASSPA4,Post-Diploma Certificate in Environmental Management for Process Industry (part of Specialist Diploma in Energy and Environmental Management for Process Industry),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Others,Others
2024-10-22,NYP-ASSPA6,Post-Diploma Certificate in Applied Water Technology (part of Specialist Diploma in Environmental Management & Applied Water Technology),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Engineering,Process Engineering
2024-10-22,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-10-22,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-10-22,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-10-22,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-10-22,NYP-BMDP05,Diploma in Business Practice (Accounting),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Accounting;Others
2024-10-22,NYP-BMDP07,Diploma in Business Practice (Hospitality & Tourism Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Hospitality & Tourism;Others
2024-10-22,NYP-BMLP01,Work-Study Certificate (Leading to Diploma in Business Practice (Hospitality & Tourism Management)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-10-22,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-10-22,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-10-22,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-10-22,NYP-BMSP21,Specialist Diploma in HR Analytics & Digitalisation,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Business,Data Analytics;Human Resource
2024-10-22,NYP-CB0408,Growing Wealth,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Business;Business,Accounting;Banking & Finance
2024-10-22,NYP-CB1572,Reading Signs and Moving Minds: Personality Analysis for Innovative Negotiation and Conflict Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Business,Branding & Communications;Human Resource
2024-10-22,NYP-CB1573,INTRODUCTION TO SUSTAINABILITY FOR HOSPITALITY BUSINESSES,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Hospitality & Tourism
2024-10-22,NYP-CB231003,Introduction to Business Analytics: Making Data-driven Decisions for Business Executives,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Business Management
2024-10-22,NYP-CE1239,Robotic Process Automation (RPA) for Beginners,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Industry 4.0;Robotics And Automation
2024-10-22,NYP-CE231007,Introduction to Low-Code Application Development,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Infocomm Technology;Industry 4.0
2024-10-22,NYP-CE231007,Introduction to Low-Code Application Development,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Infocomm Technology;Industry 4.0
2024-10-22,NYP-CH2013,Stress and Crises in Relationships for Working Adults,(CC) Certifiable Courses,(CCS) Critical Core Skills,Public Health & Social Services;Public Health & Social Services,Health Promotion & Wellness;Mental Health & Psychology
2024-10-22,NYP-CH231003,SUICIDE RISK ASSESSMENT & MANAGEMENT,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services,Social Work
2024-10-22,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2024-10-22,NYP-CI246001,Generative AI @Work,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-10-22,NYP-CI246001,Generative AI @Work,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-10-22,NYP-CL1245,Create Healthy Ice Cream based on Food Science Knowledge in Food Pilot Plant,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Food,Food Nutrition & Sciences
2024-10-22,NYP-CL231002M01,Carbon Accounting & Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Others,Others
2024-10-22,NYP-CL240005,Food Safety & Cold Chain Management,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food;Food;Food,Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-CL246001,Create Healthy Ice Cream,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Food,Food Nutrition & Sciences
2024-10-22,NYP-CLSP07,Specialist Diploma in Clinical Research Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Science,Pharmaceutical Sciences
2024-10-22,NYP-EGDP04,Diploma In Engineering (Aerospace Manufacturing),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others,Aeronautical & Aerospace;Others
2024-10-22,NYP-EGDP06,Diploma in Engineering (Electronic & Digital Engineering),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering,Electrical & Electronic Engineering
2024-10-22,NYP-EGDP07,Diploma in Engineering (Public Transport Operations),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Technology;Engineering,Human Factor Engineering;Others;Programming & Coding;Mechanical Engineering
2024-10-22,NYP-EGEP06,Work-Study Post-Diploma (Specialist Diploma in Robotics and Automation Systems Design),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Others;Engineering,Others;Robotics And Automation
2024-10-22,NYP-EGSP19,Specialist Diploma in Robotics and Automation Systems Design,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering,Robotics And Automation
2024-10-22,NYP-EGSP21,Specialist Diploma in Carbon Management for Sustainability Reporting,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Aeronautical & Aerospace;Automotive Technology;Biomedical Manufacturing;Built Environment;Chemical Engineering;Clean Energy;Converged Infocomm Infrastructure;Electrical & Electronic Engineering;Embedded Systems;Engineering Design;Human Factor Engineering;Industry 4.0;Infocomm Technology;Marine Engineering;Mechanical Engineering;Mechatronics;Mobile Communications;Others;Precision Engineering;Process Engineering;Regulatory Compliance;Robotics And Automation;Telematics;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-10-22,NYP-EGSP21,Specialist Diploma in Carbon Management for Sustainability Reporting,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Aeronautical & Aerospace;Automotive Technology;Biomedical Manufacturing;Built Environment;Chemical Engineering;Clean Energy;Converged Infocomm Infrastructure;Electrical & Electronic Engineering;Embedded Systems;Engineering Design;Human Factor Engineering;Industry 4.0;Infocomm Technology;Marine Engineering;Mechanical Engineering;Mechatronics;Mobile Communications;Others;Precision Engineering;Process Engineering;Regulatory Compliance;Robotics And Automation;Telematics;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-10-22,NYP-HSAF43,Advanced Diploma in Nursing (Mental Health)-ADMH1,(AD) Advanced Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-10-22,NYP-HSAP11,Advanced Diploma in Nursing (Management),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-10-22,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-22,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-10-22,NYP-ITDP04,Diploma in Infocomm & Digital Media (IT Network and System Administration)-DINSA2,(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others;Technology;Technology;Engineering,Converged Infocomm Infrastructure;Others;IT Network & Infrastructure;Network Technology & Systems;Infocomm Technology
2024-10-22,NYP-ITLP01,Work-Study Certificate (Leading to Diploma in Infocomm and Digital Media (IT Network and System Administration))-DINSA2,(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Engineering;Engineering;Technology;Others;Technology,Converged Infocomm Infrastructure;Infocomm Technology;IT Network & Infrastructure;Others;Network Technology & Systems
2024-10-22,NYP-JC1A21,Coaching for the Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2024-10-22,NYP-JC1A22,Learning Needs and Skills Gap Analysis,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2024-10-22,NYP-SI4013_012,"Master Google Ads to Turbo Charge Leads and Sales [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-22,NYP-SI4025_010,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-22,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-10-22,NYP-SI4031_005,Getting Started on Shopee (Onboarding),(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-22,NYP-SI4063_001,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-10-22,NYP-WSCC10_001,Make Noodle Dishes,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-22,NYP-WSCC10_013,Project a Positive and Professional Image,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-10-22,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-WSCD11_008,Develop marketing campaigns,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-WSCD11_009,Manage Productivity Improvements,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-WSCP28_002,Japanese Tapas,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-22,NYP-WSCP29_036,Yumilicious Breads,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-22,NYP-WSCP29_037,Oishii Breads - Japanese Hokkaido Milk Bread & Melon Pan,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-22,NYP-WSCP29_038,Artisanal Tarts: Sweet and Savoury Duo,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-22,NYP-WSCP32_008,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-10-22,NYP-WSCP40_004,Doughnut Frenzy,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-10-22,NYP-WSCP40_010,Baking and Pastry 101,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-10-22,NYP-WSCY02_801,(SCTP) Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
