Date,Page path and screen class,Campaign Name for UTM,Views,Total users,Sessions,Average session duration
1/27/2025,/l_adult-learner/course-detail/NYP-SI4013_012/master-google-ads-to-turbo-charge-leads-and-sales-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,0.5535795
1/27/2025,/l_adult-learner/course-detail/NYP-SI4014_010/mobile-photography-with-your-smartphone-take-amazing-photos-tell-amazing-stories-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,0.436652
1/27/2025,/l_adult-learner/course-detail/NYP-SI4022_005/drive-sales-performance-on-lazada-marketing-synchronous-e-learning,(direct),2,2,2,0.0952115
1/27/2025,/l_adult-learner/course-detail/NYP-SI4022_007/driving-sales-performance-on-qoo10-marketing-synchronous-e-learning,(direct),2,2,2,0.0002055
1/27/2025,/l_adult-learner/course-detail/NYP-SI4022_011/driving-sales-performance-on-qoo10-marketing,(direct),2,2,3,3.767782
1/27/2025,/l_adult-learner/course-detail/NYP-SI4022_012/drive-sales-performance-on-lazada-marketing,(direct),2,2,2,4.1360175
1/27/2025,/l_adult-learner/course-detail/NYP-SI4024_026/home-based-business,(direct),2,2,2,0.489274
1/27/2025,/l_adult-learner/course-detail/NYP-SI4024_036/tiktok-shop-optimise-your-social-media-marketing-engagement-and-boost-your-sales-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,1.851389
1/27/2025,/l_adult-learner/course-detail/NYP-SI4025_009/start-your-business-at-no-cost-using-affiliate-marketing-classroom-facilitated-asynchronous-e-learning,(organic),2,2,2,7.7653865
1/27/2025,/l_adult-learner/course-detail/NYP-SI4025_022/start-your-business-at-no-cost-using-affiliate-marketing-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,1.2252945
1/27/2025,/l_adult-learner/course-detail/NYP-SI4031_005/getting-started-on-shopee-onboarding,(direct),2,2,2,0.355863
1/27/2025,/l_adult-learner/course-detail/NYP-SI4034_008/sirs-alibaba-taobao-university-boost-sales-through-effective-content-marketing-23-live-streaming-operation-and-short-videos-synchronous-e-learning,(direct),2,2,2,0.096798
1/27/2025,/l_adult-learner/course-detail/NYP-SI4034_009/sirs-alibaba-taobao-university-boost-sales-through-effective-content-marketing-33-fans-economy-synchronous-e-learning,(direct),2,2,2,1.0010865
1/27/2025,/l_adult-learner/course-detail/NYP-SI4058_003/cybersecurity-critical-protection-for-your-business-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),2,2,2,0.081489
1/27/2025,/l_adult-learner/course-detail/NYP-SI4059_002/generative-ai-content-creation-super-sprint-your-sales-and-marketing-performance-practical,(direct),2,2,2,0.3415205
1/27/2025,/l_adult-learner/course-detail/NYP-SI4060_001/accelerate-sales-and-conversions-with-ai-powered-data-analytics-classroom-facilitated-practical-training,(direct),2,2,2,0.1659355
1/27/2025,/l_adult-learner/course-detail/NYP-SI4063_002/tiktok-shop-optimise-your-social-media-marketing-engagement-and-boost-your-sales-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,0.080805
1/27/2025,/l_adult-learner/course-detail/NYP-SI4064_005/social-and-influencer-marketing-drive-conversions-and-optimise-returns-classroom-facilitated,(direct),2,2,2,2.9987895
1/27/2025,/l_adult-learner/course-detail/NYP-SI4064_006/live-streaming-boost-your-e-commerce-sales-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,0.1974725
1/27/2025,/l_adult-learner/course-detail/NYP-SI4064_007/youtube-content-creation-develop-your-unique-brand-that-stands-out-and-drives-engagement-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,0.67108
1/27/2025,/l_adult-learner/course-detail/NYP-SI7025_013/introduction-to-digital-marketing-classroom-facilitated,(direct),2,2,2,3.2286395
1/27/2025,/l_adult-learner/course-detail/NYP-SI7055_001/business-intelligence-to-improve-revenue,(direct),2,2,2,0.693028
1/27/2025,/l_adult-learner/course-detail/NYP-SI7070_001/navigating-ai-and-sustainability-in-the-future-of-business,(direct),2,2,2,2.805644
1/27/2025,/l_adult-learner/course-detail/NYP-WSCC10_012/fabrication-of-meat-and-poultry,(direct),2,2,2,6.777447
1/27/2025,/l_adult-learner/course-detail/NYP-WSCC12_011/fabrication-of-fish-and-seafood,(direct),2,2,2,2.6352665
1/27/2025,/l_adult-learner/course-detail/NYP-WSCP32_007/food-safety-course-level-1-chinese,(direct),2,2,2,12.7683215
1/27/2025,/l_adult-learner/course-detail/NYP-WSCP32_008/food-safety-course-level-1,(direct),2,2,2,0.238847
1/27/2025,/l_adult-learner/course-detail/NYP-WSCP39_002/hawker-culinary-fundamentals,(direct),2,2,2,0.545683
1/27/2025,/l_adult-learner/course-detail/NYP-WSCP40_010/baking-and-pastry-101,(direct),2,2,2,2.197306
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV01_002/advanced-baked-and-fried-dim-sum,(direct),2,2,2,0.136179
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV01_010/prepare-basic-sushi,(direct),2,2,2,1.9467425
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV02_003/classic-french-pastry,(direct),2,2,2,0.5254085
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV02_004/japanese-sweet-breads,(direct),2,2,2,0.7565165
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV02_005/bagel-and-doughnut-creations,(direct),2,2,2,0.000226
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV02_006/decorative-cupcakes,(direct),2,2,2,2.87081
1/27/2025,/l_adult-learner/course-detail/NYP-WSCV02_010/decorative-cakes,(direct),2,2,2,2.63562
1/27/2025,/l_adult-learner/course-detail/NYP-WSCY05_801/sctp-advanced-certificate-in-food-services-culinary-arts-part-time,(direct),2,2,2,8.623236
1/27/2025,/l_adult-learner/course-detail/NYP-WSQD02_055/paid-search-engine-marketing-sem-sf-manager-synchronous-e-learning,(direct),2,2,2,0.092599
1/27/2025,/l_adult-learner/course-detail/NYP-WSQD02_067/paid-search-engine-marketing-sem-sf-manager,(direct),2,2,2,4.85082
1/27/2025,/l_adult-learner/course-types/brown-bag-learning,(direct),2,2,2,7.6840035
1/27/2025,/l_adult-learner/course-types/career-transition-conversion-programmes,(not set),3,2,2,14.69904
1/27/2025,/l_adult-learner/course-types/career-transition-conversion-programmes,2025S1-sbm-acet,2,2,2,11.0141075
1/27/2025,/l_adult-learner/course-types/part-time-diplomas-certificates,(not set),5,2,2,123.920639
1/27/2025,/l_adult-learner/course-types/post-diploma-programmes,(not set),3,2,3,18.32471333
1/27/2025,/l_adult-learner/course-types/post-diploma-programmes,2025S1-sbm-acet,2,2,2,27.193065
1/27/2025,/l_adult-learner/course-types/post-diploma-programmes/applied-science,(direct),2,2,2,10.5555705
1/27/2025,/l_adult-learner/course-types/post-diploma-programmes/design-media,(direct),2,2,2,3.7578335
1/27/2025,/l_adult-learner/course-types/post-diploma-programmes/engineering/stories/inspiring-alumnus-Tan-Aik-Khoon,(direct),2,2,2,2.526937
1/27/2025,/l_adult-learner/course-types/recommended/applied-science,(direct),2,2,2,849.9433345
1/27/2025,/l_adult-learner/course-types/recommended/digital-economy,(direct),2,2,2,0.463145
1/27/2025,/l_adult-learner/course-types/recommended/green-economy,(not set),2,2,2,15.679912
1/27/2025,/l_adult-learner/course-types/recommended/green-economy,2025S1-sbm-acet,2,2,2,358.5208835
1/27/2025,/l_adult-learner/course-types/short-courses,(not set),2,2,2,12.509499
1/27/2025,/l_adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(direct),2,2,2,3.0784725
1/27/2025,/l_adult-learner/course-types/work-study-post-diplomas,2025S1-sbm-acet,2,2,2,30.22899
1/27/2025,/l_adult-learner/funding/bursary-part-time-diploma,(organic),3,2,2,48.0163895
1/27/2025,/l_adult-learner/skillsfuture-credit,2025S1-sbm-acet,2,2,2,25.7059015
1/27/2025,/l_adult-learner/skillsfuture-level-up,(referral),4,2,2,22.9717545
1/27/2025,/l_adult-learner/course-detail/NYP-AS001Z/resource-planning-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,1.165797
1/27/2025,/l_adult-learner/course-detail/NYP-AS003Z/quality-improvement-and-assurance-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,(organic),1,1,1,16.204785
1/27/2025,/l_adult-learner/course-detail/NYP-AS006Z/good-dispensing-practice-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,1.817361
1/27/2025,/l_adult-learner/course-detail/NYP-AS007Z/drug-information-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,0.000361
1/27/2025,/l_adult-learner/course-detail/NYP-AS008Z/medication-safety-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,0.000885
1/27/2025,/l_adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,2,6.4458845
1/27/2025,/l_adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,(organic),1,1,1,14.217564
1/27/2025,/l_adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,2024S2-sbm-acet,1,1,1,56.69863
1/27/2025,/l_adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,2024s2-sbm-shortcourses,1,1,1,7.223681
1/27/2025,/l_adult-learner/course-detail/NYP-ASSPA4/post-diploma-certificate-in-environmental-management-for-process-industry-part-of-specialist-diploma-in-energy-and-environmental-management-for-process-industry,(organic),1,1,1,31.993225
1/27/2025,/l_adult-learner/course-detail/NYP-BMDP04/diploma-in-business-practice-customer-relationship-and-service-management,(not set),1,1,1,13.894589
1/27/2025,/l_adult-learner/course-detail/NYP-BMDP04/diploma-in-business-practice-customer-relationship-and-service-management,(referral),2,1,1,80.988693
1/27/2025,/l_adult-learner/course-detail/NYP-BMDP06/diploma-in-business-practice-supply-chain-management,(direct),1,1,1,14.506988
1/27/2025,/l_adult-learner/course-detail/NYP-BMDP06/diploma-in-business-practice-supply-chain-management,OH25,2,1,1,14.138987
1/27/2025,/l_adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-human-capital-management,(direct),1,1,1,3.224367
1/27/2025,/l_adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-human-capital-management,(referral),1,1,1,12.396061
1/27/2025,/l_adult-learner/course-detail/NYP-BMLP01/work-study-certificate-leading-to-diploma-in-business-practice-hospitality-and-tourism-management,2025S1-sbm-acet,2,1,1,54.996201
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP13/specialist-diploma-in-human-resource-management,2024S2-sbm-acet,1,1,1,32.329949
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,(referral),1,1,1,193.41521
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,2024s2-sbm-shortcourses,1,1,1,6.92992
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP18/specialist-diploma-in-sport-management-and-marketing,2025S1-sbm-acet,1,1,1,36.191533
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP19/specialist-diploma-in-human-capital-management,2025S1-sbm-acet,1,1,1,45.440467
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP20/specialist-diploma-in-wholesale-and-trade-management,(organic),1,1,1,8.512655
1/27/2025,/l_adult-learner/course-detail/NYP-BMSP21/specialist-diploma-in-hr-analytics-and-digitalisation,(referral),2,1,2,369.1611615
1/27/2025,/l_adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,(organic),1,1,1,54.096426
1/27/2025,/l_adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,(referral),1,1,2,6.635804
1/27/2025,/l_adult-learner/course-detail/NYP-CB0554/sc102-classification-and-the-harmonised-system,(organic),1,1,1,10.281619
1/27/2025,/l_adult-learner/course-detail/NYP-CB0555/sc103-rules-of-origin-free-trade-agreements,(organic),2,1,2,461.771174
1/27/2025,/l_adult-learner/course-detail/NYP-CB0555/sc103-rules-of-origin-free-trade-agreements,2025S1-sbm-acet,1,1,1,24.310099
1/27/2025,/l_adult-learner/course-detail/NYP-CB0556/sc111-hands-on-tradenet-declaration,(direct),1,1,1,3.118006
1/27/2025,/l_adult-learner/course-detail/NYP-CB1003/engaging-fandb-customers-on-social-media,(organic),1,1,1,13.345453
1/27/2025,/l_adult-learner/course-detail/NYP-CB1033/digital-marketing-for-hospitality-management-a-practical-approach,2024S2-sbm-acet,1,1,1,25.605385
1/27/2025,/l_adult-learner/course-detail/NYP-CB1037/hr-analytics,(organic),1,1,1,20.480119
1/27/2025,/l_adult-learner/course-detail/NYP-CB1247/curating-digital-visual-content-with-product-styling-and-photography,(organic),1,1,1,3.44838
1/27/2025,/l_adult-learner/course-detail/NYP-CB1270/managing-change-in-an-age-of-disruption,(organic),2,1,1,193.748415
1/27/2025,/l_adult-learner/course-detail/NYP-CB1310/digital-video-production,(direct),1,1,1,0.319463
1/27/2025,/l_adult-learner/course-detail/NYP-CB1310/digital-video-production,2025S1-sbm-acet,1,1,1,7.051235
1/27/2025,/l_adult-learner/course-detail/NYP-CB1327/managing-change-in-an-age-of-disruption-synchronous-elearning,(organic),2,1,1,117.085358
1/27/2025,/l_adult-learner/course-detail/NYP-CB1334/digital-marketing,2025S1-sbm-acet,1,1,1,12.158183
1/27/2025,/l_adult-learner/course-detail/NYP-CB1336/service-excellence,2025S1-sbm-acet,1,1,1,9.634638
1/27/2025,/l_adult-learner/course-detail/NYP-CB1536/certificate-in-fund-administration,(direct),1,1,1,8.00E-06
1/27/2025,/l_adult-learner/course-detail/NYP-CB1538/social-commerce-fundamentals,(organic),1,1,1,28.469493
1/27/2025,/l_adult-learner/course-detail/NYP-CB1573/introduction-to-sustainability-for-hospitality-businesses,(direct),1,1,1,0.875105
1/27/2025,/l_adult-learner/course-detail/NYP-CB1577/business-storytelling-to-connect-with-your-online-target-audience,(direct),1,1,1,0.818431
1/27/2025,/l_adult-learner/course-detail/NYP-CB1578/event-branding-and-social-media-marketing,(direct),1,1,1,0.764135
1/27/2025,/l_adult-learner/course-detail/NYP-CB2001/becoming-a-change-agent-in-a-volatile-world,(organic),1,1,1,784.306082
1/27/2025,/l_adult-learner/course-detail/NYP-CB2003/build-creative-winning-business-strategies,(direct),1,1,1,3.410692
1/27/2025,/l_adult-learner/course-detail/NYP-CB2003/build-creative-winning-business-strategies,2025S1-sbm-acet,1,1,1,44.331112
1/27/2025,/l_adult-learner/course-detail/NYP-CB231004/digital-marketing-for-hospitality-management-a-practical-approach-synchronous-elearning,(direct),1,1,1,0.503699
1/27/2025,/l_adult-learner/course-detail/NYP-CB231010/1-day-hands-on-pay-per-click-search-advertising,2025S1-sbm-acet,1,1,1,10.47035
1/27/2025,/l_adult-learner/course-detail/NYP-CB231013/sustainability-at-our-core-equipping-you-to-drive-impact,(direct),1,1,1,2.588907
1/27/2025,/l_adult-learner/course-detail/NYP-CB231022/international-trade-and-freight-management,(organic),1,1,1,136.961307
1/27/2025,/l_adult-learner/course-detail/NYP-CB231023/sustainability-in-sourcing-and-procurement-strategies,2025S1-sbm-acet,1,1,1,231.769765
1/27/2025,/l_adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,(direct),1,1,1,3.83754
1/27/2025,/l_adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,(organic),2,1,1,363.07159
1/27/2025,/l_adult-learner/course-detail/NYP-CB234001/digitalisation-for-transportation-skillsfuture-for-digital-workplace-20,OH25,2,1,1,16.957498
1/27/2025,/l_adult-learner/course-detail/NYP-CB241002/be-a-sport-safety-champion,(direct),2,1,1,67.760415
1/27/2025,/l_adult-learner/course-detail/NYP-CB241002/be-a-sport-safety-champion,(organic),1,1,1,194.974642
1/27/2025,/l_adult-learner/course-detail/NYP-CB241004/risk-management-in-sport-bizsafe-level-2,(organic),1,1,1,11.909405
1/27/2025,/l_adult-learner/course-detail/NYP-CB241006/hospitality-industry-analytics,(direct),1,1,1,0.586245
1/27/2025,/l_adult-learner/course-detail/NYP-CB241011/sustainability-at-our-core-uncovering-esg-investing,(direct),1,1,1,0.617722
1/27/2025,/l_adult-learner/course-detail/NYP-CB241011/sustainability-at-our-core-uncovering-esg-investing,(organic),1,1,1,4.181577
1/27/2025,/l_adult-learner/course-detail/NYP-CB243001/sctp-certificate-in-digital-marketing-and-content-curation,(organic),1,1,1,268.399494
1/27/2025,/l_adult-learner/course-detail/NYP-CE1231/coding-for-beginners-sync-and-async,(direct),1,1,1,0.289409
1/27/2025,/l_adult-learner/course-detail/NYP-CE1231/coding-for-beginners-sync-and-async,cil3-roadshow,1,1,1,131.955569
1/27/2025,/l_adult-learner/course-detail/NYP-CE1239/robotic-process-automation-rpa-for-beginners,(direct),1,1,1,0.084775
1/27/2025,/l_adult-learner/course-detail/NYP-CE1354/electric-vehicle-and-charging-system-classroom-and-synchronous-elearning,(direct),1,1,1,0.128796
1/27/2025,/l_adult-learner/course-detail/NYP-CE1354/electric-vehicle-and-charging-system-classroom-and-synchronous-elearning,(organic),1,1,1,15.933139
1/27/2025,/l_adult-learner/course-detail/NYP-CE1358/design-thinking-workshop,(direct),1,1,1,0.580163
1/27/2025,/l_adult-learner/course-detail/NYP-CE1358/design-thinking-workshop,(referral),1,1,1,11.037494
1/27/2025,/l_adult-learner/course-detail/NYP-CE1366/engineering-mathematics,(direct),1,1,1,50.659505
1/27/2025,/l_adult-learner/course-detail/NYP-CE1510/demystify-generative-artificial-intelligence,cil3-roadshow,4,1,2,524.0933375
1/27/2025,/l_adult-learner/course-detail/NYP-CE1540/introduction-to-artificial-intelligence-and-machine-learning-synchronous-e-learning,(organic),1,1,1,25.622462
1/27/2025,/l_adult-learner/course-detail/NYP-CE1543/software-quality-assurance-essentials,(direct),1,1,1,0.554847
1/27/2025,/l_adult-learner/course-detail/NYP-CE1543/software-quality-assurance-essentials,(organic),1,1,1,7.401321
1/27/2025,/l_adult-learner/course-detail/NYP-CE2010/using-python-for-data-analysis,(direct),1,1,1,0.094106
1/27/2025,/l_adult-learner/course-detail/NYP-CE231003/apply-generative-artificial-intelligence-for-your-industry,(organic),1,1,1,6.985084
1/27/2025,/l_adult-learner/course-detail/NYP-CE231006/smart-sensing-and-iot-applications-making-it-work,(direct),1,1,1,2.144999
1/27/2025,/l_adult-learner/course-detail/NYP-CE231014/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-cnc-milling,(direct),1,1,1,0.659648
1/27/2025,/l_adult-learner/course-detail/NYP-CE231016/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-basic-metrology-and-interpretation-of-drawing,(organic),1,1,1,27.828933
1/27/2025,/l_adult-learner/course-detail/NYP-CE234001/digital-transformation-enablers-for-manufacturing-skillsfuture-for-digital-workplace-20,(organic),1,1,1,46.060455
1/27/2025,/l_adult-learner/course-detail/NYP-CE241002/microsoft-excel-for-workplace,(direct),1,1,1,0.390118
1/27/2025,/l_adult-learner/course-detail/NYP-CE246001/ai-roadmapping-for-companies-and-enterprises,(organic),1,1,1,6.979373
1/27/2025,/l_adult-learner/course-detail/NYP-CE246001/ai-roadmapping-for-companies-and-enterprises,(referral),1,1,2,11.1167995
1/27/2025,/l_adult-learner/course-detail/NYP-CH0490/diabetes-care-lifestyle-management,(organic),2,1,2,0
1/27/2025,/l_adult-learner/course-detail/NYP-CH0527/understand-dementia-just-forgetful-or-dementia,(direct),1,1,1,0.222049
1/27/2025,/l_adult-learner/course-detail/NYP-CH0529/living-well-designing-an-elderly-and-dementia-inclusive-smart-environment,(organic),1,1,1,15.115339
1/27/2025,/l_adult-learner/course-detail/NYP-CH1186/dental-care-for-people-with-special-needs,(direct),1,1,1,1.447258
1/27/2025,/l_adult-learner/course-detail/NYP-CH1186/dental-care-for-people-with-special-needs,(organic),2,1,1,153.255548
1/27/2025,/l_adult-learner/course-detail/NYP-CH1348/phlebotomy-short-course,(organic),1,1,1,7.99725
1/27/2025,/l_adult-learner/course-detail/NYP-CH231003/suicide-risk-assessment-and-management,(organic),1,1,1,9.99935
1/27/2025,/l_adult-learner/course-detail/NYP-CH246002/lifelines-and-listening-tools-for-responding-to-suicide-risk,(referral),1,1,1,106.196906
1/27/2025,/l_adult-learner/course-detail/NYP-CI1081/data-analytics-for-workplace,(organic),0,1,1,0
1/27/2025,/l_adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,(organic),1,1,1,13.90136
1/27/2025,/l_adult-learner/course-detail/NYP-CI231003/robotic-process-automation,(organic),2,1,2,0
1/27/2025,/l_adult-learner/course-detail/NYP-CI231004/design-thinking-for-innovation,(direct),1,1,1,0.206858
1/27/2025,/l_adult-learner/course-detail/NYP-CI234001/digital-transformation-skillsfuture-for-digital-workplace-20,(organic),1,1,1,66.65216
1/27/2025,/l_adult-learner/course-detail/NYP-CI241004/project-management-professional-synchronous-e-learning,(direct),1,1,1,61.866348
1/27/2025,/l_adult-learner/course-detail/NYP-CI246001/generative-ai-work,(referral),1,1,1,8.726406
1/27/2025,/l_adult-learner/course-detail/NYP-CK1244/workplace-communication-effective-presentation,(direct),1,1,1,0.329542
1/27/2025,/l_adult-learner/course-detail/NYP-CK1244/workplace-communication-effective-presentation,(organic),1,1,2,4.6357105
1/27/2025,/l_adult-learner/course-detail/NYP-CL0443/eat-healthy-and-stay-beautiful-through-tcm-infused-diet,(direct),1,1,1,15.695242
1/27/2025,/l_adult-learner/course-detail/NYP-CL0524/the-science-of-aging-gracefully-diet-exercise-and-skin-care,(direct),2,1,2,149.2054485
1/27/2025,/l_adult-learner/course-detail/NYP-CL0897/tcm-and-your-immune-system-boosting-your-immunity-with-ideas-from-east-and-west,(organic),1,1,1,193.907191
1/27/2025,/l_adult-learner/course-detail/NYP-CL0897/tcm-and-your-immune-system-boosting-your-immunity-with-ideas-from-east-and-west,2024s2-sbm-shortcourses,1,1,1,13.23864
1/27/2025,/l_adult-learner/course-detail/NYP-CL0901/tcm-life-skills-in-sub-health-management-of-common-conditions,(direct),1,1,1,0.218041
1/27/2025,/l_adult-learner/course-detail/NYP-CL0901/tcm-life-skills-in-sub-health-management-of-common-conditions,(organic),1,1,1,87.385786
1/27/2025,/l_adult-learner/course-detail/NYP-CL1082/overview-of-sustainable-and-renewable-energy-technologies-for-a-smart-city,2024s2-sbm-shortcourses,1,1,1,15.889735
1/27/2025,/l_adult-learner/course-detail/NYP-CL1245/create-healthy-ice-cream-based-on-food-science-knowledge-in-food-pilot-plant,(organic),1,1,1,17.33054
1/27/2025,/l_adult-learner/course-detail/NYP-CL1245/create-healthy-ice-cream-based-on-food-science-knowledge-in-food-pilot-plant,(referral),5,1,3,320.4213903
1/27/2025,/l_adult-learner/course-detail/NYP-CL1245/create-healthy-ice-cream-based-on-food-science-knowledge-in-food-pilot-plant,2024s2-sbm-shortcourses,1,1,1,10.388611
1/27/2025,/l_adult-learner/course-detail/NYP-CL1249/good-manufacturing-practices-gmp-what-you-need-to-know,(organic),1,1,1,65.103138
1/27/2025,/l_adult-learner/course-detail/NYP-CL1249/good-manufacturing-practices-gmp-what-you-need-to-know,2024s2-sbm-shortcourses,1,1,1,7.576927
1/27/2025,/l_adult-learner/course-detail/NYP-CL1300/understanding-the-immune-system-and-how-medication-interacts-with-it-synchronous-elearning,2024s2-sbm-shortcourses,1,1,1,0.674819
1/27/2025,/l_adult-learner/course-detail/NYP-CL1301/right-food-with-right-medicine-for-diabetes-and-heart-patients-synchronous-elearning,2024s2-sbm-shortcourses,1,1,1,0.182864
1/27/2025,/l_adult-learner/course-detail/NYP-CL1302/functional-food-in-human-studies,(direct),1,1,1,42.010112
1/27/2025,/l_adult-learner/course-detail/NYP-CL230002/introduction-to-peranakan-cuisine,(direct),1,1,1,31.488552
1/27/2025,/l_adult-learner/course-detail/NYP-CL230002/introduction-to-peranakan-cuisine,2024s2-sbm-shortcourses,1,1,1,15.247467
1/27/2025,/l_adult-learner/course-detail/NYP-CL231002M01/carbon-accounting-and-management,2024s2-sbm-shortcourses,1,1,1,11.329373
1/27/2025,/l_adult-learner/course-detail/NYP-CL231003M01/pharmacy-technician-entry-to-practice-framework-pt-etp-train-the-trainer-workshop,(organic),1,1,1,10.99895
1/27/2025,/l_adult-learner/course-detail/NYP-CL240001/certificate-in-ojt-foundational-program,(direct),1,1,1,3.215631
1/27/2025,/l_adult-learner/course-detail/NYP-CL240005/food-safety-and-cold-chain-management,(organic),1,1,1,296.974624
1/27/2025,/l_adult-learner/course-detail/NYP-CL240005/food-safety-and-cold-chain-management,2024s2-sbm-shortcourses,2,1,2,10.7980065
1/27/2025,/l_adult-learner/course-detail/NYP-CL241001/reducing-ghg-emissions-through-energy-management-and-audit,(organic),1,1,1,0.491521
1/27/2025,/l_adult-learner/course-detail/NYP-CL241001/reducing-ghg-emissions-through-energy-management-and-audit,2024s2-sbm-shortcourses,1,1,1,0.775593
1/27/2025,/l_adult-learner/course-detail/NYP-CL246001/create-healthy-ice-cream,(organic),1,1,1,8.859006
1/27/2025,/l_adult-learner/course-detail/NYP-CL246001/create-healthy-ice-cream,(referral),1,1,1,68.070652
1/27/2025,/l_adult-learner/course-detail/NYP-CLDP01/diploma-in-applied-science-food-technology,(not set),1,1,1,9.375718
1/27/2025,/l_adult-learner/course-detail/NYP-CLDP01/diploma-in-applied-science-food-technology,2024S2-sbm-acet,1,1,1,46.42917
1/27/2025,/l_adult-learner/course-detail/NYP-CLDP01/diploma-in-applied-science-food-technology,2024s2-sbm-shortcourses,1,1,1,12.817217
1/27/2025,/l_adult-learner/course-detail/NYP-CLLP01/work-study-certificate-leading-to-diploma-in-applied-science-food-technology,(organic),1,1,1,6.62791
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP05/specialist-diploma-in-energy-and-environmental-management-for-process-industry,(direct),1,1,1,7.833256
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP05/specialist-diploma-in-energy-and-environmental-management-for-process-industry,2024s2-sbm-shortcourses,1,1,1,27.017604
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-science,(referral),1,1,1,1481.902631
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-science,2024S2-sbm-acet,1,1,1,37.201161
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-science,2024s2-sbm-shortcourses,1,1,1,14.653092
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-scienceSpecialist Diploma in in Clinical Research Management,2024s2-sbm-shortcourses,1,1,1,7.461805
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP07/specialist-diploma-in-clinical-research-management,2024s2-sbm-shortcourses,1,1,1,11.270929
1/27/2025,/l_adult-learner/course-detail/NYP-CLSP07/specialist-diploma-in-clinical-research-managementDiploma in Applied Science (Food Technology),2024s2-sbm-shortcourses,1,1,1,2.942381
1/27/2025,/l_adult-learner/course-detail/NYP-CX1107/aerial-drone-photography,(organic),2,1,1,20.462967
1/27/2025,/l_adult-learner/course-detail/NYP-CX1259/bim-revit-for-architecture-level-2,(direct),1,1,1,1.013015
1/27/2025,/l_adult-learner/course-detail/NYP-CX1287/harnessing-design-thinking-for-innovation,(direct),1,1,1,1.618232
1/27/2025,/l_adult-learner/course-detail/NYP-CX1288/service-experience-design-4-day-mini-series,2024S2-sbm-acet,2,1,1,12.116129
1/27/2025,/l_adult-learner/course-detail/NYP-CX1306/video-editing-made-easy-with-smartphone,(direct),1,1,1,2.834124
1/27/2025,/l_adult-learner/course-detail/NYP-CX1497/blender-for-beginners,(direct),1,1,1,0
